Meter ID,Meter Name,Date,Asset Name,Asset Type,Project,Folder,Org ID,Org Type,Environment Name,Environment Type,Tier,IPU Per Unit,Usage,Consumption (IPUs)
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-22T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-21T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-20T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-19T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-18T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-17T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-16T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-15T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-14T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-13T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-12T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-11T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-10T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-12-10T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-12-09T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-12-08T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-12-07T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-12-06T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-12-05T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-12-04T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-12-03T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-12-02T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-12-01T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-30T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-29T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-28T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-27T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-26T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-25T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-24T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-23T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-22T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-21T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-20T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-19T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-18T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-17T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-16T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-15T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-14T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-13T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-12T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-11T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-11-10T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,250.000000000000,0.237500000000
1XzBBPzFTAlk77lGUvVPIS,Scanner Execution,2025-12-05T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,Serverless,Serverless,0.000 +,0.320000,0.005154295278,0.001649374489
1XzBBPzFTAlk77lGUvVPIS,Scanner Execution,2025-11-28T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,Serverless,Serverless,0.000 +,0.320000,0.006936293056,0.002219613778
1XzBBPzFTAlk77lGUvVPIS,Scanner Execution,2025-11-21T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,Serverless,Serverless,0.000 +,0.320000,0.004155771111,0.001329846756
1XzBBPzFTAlk77lGUvVPIS,Scanner Execution,2025-11-14T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,Serverless,Serverless,0.000 +,0.320000,0.000371533889,0.000118890844
